locus_tag	ftype	length_bp	gene	EC_number	COG	product
OKAGGDNG_03622	CDS	552	ybgD_2			putative fimbrial-like protein YbgD
OKAGGDNG_03623	CDS	2514	papC_3		COG3188	Outer membrane usher protein PapC
OKAGGDNG_03624	CDS	750	papD_2		COG3121	Chaperone protein PapD
OKAGGDNG_03625	CDS	1065				hypothetical protein
OKAGGDNG_03626	CDS	201	glgS			Surface composition regulator
OKAGGDNG_03627	CDS	630	yqiJ			Inner membrane protein YqiJ
OKAGGDNG_03628	CDS	1662	yqiK		COG2268	Inner membrane protein YqiK
OKAGGDNG_03629	CDS	1434	hldE		COG2870	Bifunctional protein HldE
OKAGGDNG_03630	CDS	2841	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
OKAGGDNG_03631	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
OKAGGDNG_03632	CDS	621				hypothetical protein
OKAGGDNG_03633	CDS	1239	cca		COG0617	Multifunctional CCA protein
OKAGGDNG_03634	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
OKAGGDNG_03635	CDS	369	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
OKAGGDNG_03636	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
OKAGGDNG_03637	CDS	933	dmlR_4			HTH-type transcriptional regulator DmlR
OKAGGDNG_03638	CDS	912	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
OKAGGDNG_03639	CDS	606	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
OKAGGDNG_03640	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
OKAGGDNG_03641	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
OKAGGDNG_03642	CDS	216	rpsU		COG0828	30S ribosomal protein S21
OKAGGDNG_03643	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
OKAGGDNG_03644	CDS	1842	rpoD		COG0568	RNA polymerase sigma factor RpoD
OKAGGDNG_03645	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
OKAGGDNG_03646	tRNA	76				tRNA-Met(cat)
OKAGGDNG_03647	CDS	765	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
OKAGGDNG_03648	CDS	624	yqjI		COG1695	Transcriptional regulator YqjI
OKAGGDNG_03649	CDS	1521	aer		COG0840	Aerotaxis receptor
OKAGGDNG_03650	CDS	1491	patA	2.6.1.82	COG4992	Putrescine aminotransferase
OKAGGDNG_03651	CDS	333	ygjH		COG0073	tRNA-binding protein YgjH
OKAGGDNG_03652	CDS	984	melR_2		COG1609	HTH-type transcriptional repressor MelR
OKAGGDNG_03653	CDS	3093	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
OKAGGDNG_03654	CDS	450	ebgC		COG2731	Evolved beta-galactosidase subunit beta
OKAGGDNG_03655	CDS	1434	ygjI		COG0531	Inner membrane transporter YgjI
OKAGGDNG_03656	CDS	1071				hypothetical protein
OKAGGDNG_03657	CDS	2352	ygjK	3.2.1.-		Glucosidase YgjK
OKAGGDNG_03658	CDS	2019	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
OKAGGDNG_03659	CDS	417	higA		COG5499	Antitoxin HigA
OKAGGDNG_03660	CDS	315	higB	3.1.-.-	COG4680	mRNA interferase HigB
OKAGGDNG_03661	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
OKAGGDNG_03662	CDS	504	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
OKAGGDNG_03663	CDS	693				hypothetical protein
OKAGGDNG_03664	CDS	987	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
OKAGGDNG_03665	CDS	966	alx		COG0861	Putative membrane-bound redox modulator Alx
OKAGGDNG_03666	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
OKAGGDNG_03667	CDS	552	ygjV			Inner membrane protein YgjV
OKAGGDNG_03668	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
OKAGGDNG_03669	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
OKAGGDNG_03670	CDS	1299	exuT_3			Hexuronate transporter
OKAGGDNG_03671	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
OKAGGDNG_03672	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
OKAGGDNG_03673	CDS	384	mzrA			Modulator protein MzrA
OKAGGDNG_03674	CDS	369	yqjC			Protein YqjC
OKAGGDNG_03675	CDS	306	yqjD		COG4575	putative protein YqjD
OKAGGDNG_03676	CDS	405	yqjE		COG5393	Inner membrane protein YqjE
OKAGGDNG_03677	CDS	300				hypothetical protein
OKAGGDNG_03678	CDS	393	yqjF		COG2259	Inner membrane protein YqjF
OKAGGDNG_03679	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
OKAGGDNG_03680	CDS	366	yhaH		COG3152	Inner membrane protein YhaH
OKAGGDNG_03681	CDS	357	yhaI		COG3152	Inner membrane protein YhaI
OKAGGDNG_03682	CDS	897	yhaJ_2			HTH-type transcriptional regulator YhaJ
OKAGGDNG_03683	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
OKAGGDNG_03684	CDS	165				hypothetical protein
OKAGGDNG_03685	CDS	1311				hypothetical protein
OKAGGDNG_03686	CDS	1332	dlsT		COG0814	putative serine transporter
OKAGGDNG_03687	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
OKAGGDNG_03688	CDS	390	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
OKAGGDNG_03689	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
OKAGGDNG_03690	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
OKAGGDNG_03691	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
OKAGGDNG_03692	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
OKAGGDNG_03693	CDS	939	tsaR_2			HTH-type transcriptional regulator TsaR
OKAGGDNG_03694	CDS	540				hypothetical protein
OKAGGDNG_03695	CDS	1104				hypothetical protein
OKAGGDNG_03696	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
OKAGGDNG_03697	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
OKAGGDNG_03698	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
OKAGGDNG_03699	CDS	1335	garP			putative galactarate transporter
OKAGGDNG_03700	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
OKAGGDNG_03701	CDS	405	prlF		COG2002	Antitoxin PrlF
OKAGGDNG_03702	CDS	303	yhaV	3.1.-.-		Ribonuclease toxin YhaV
OKAGGDNG_03703	CDS	810	srlR_4		COG1349	Glucitol operon repressor
OKAGGDNG_03704	CDS	1281	kbaZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
OKAGGDNG_03705	CDS	474	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
OKAGGDNG_03706	CDS	780	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
OKAGGDNG_03707	CDS	879	manZ_2		COG3716	PTS system mannose-specific EIID component
OKAGGDNG_03708	CDS	435	manX_2	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
OKAGGDNG_03709	CDS	1134	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
OKAGGDNG_03710	CDS	1155	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
OKAGGDNG_03711	CDS	861	kbaY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
OKAGGDNG_03712	CDS	477	sorB	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
OKAGGDNG_03713	CDS	804	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
OKAGGDNG_03714	CDS	792	manZ_3		COG3716	PTS system mannose-specific EIID component
OKAGGDNG_03715	CDS	702	nagB_2	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
OKAGGDNG_03716	CDS	585	yraH			putative fimbrial-like protein YraH
OKAGGDNG_03717	CDS	696	yraI			putative fimbrial chaperone YraI
OKAGGDNG_03718	CDS	2517	yraJ		COG3188	Outer membrane usher protein YraJ
OKAGGDNG_03719	CDS	1092	yraK			putative fimbrial-like protein YraK
OKAGGDNG_03720	CDS	861	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
OKAGGDNG_03721	CDS	2037	lpoA		COG3107	Penicillin-binding protein activator LpoA
OKAGGDNG_03722	CDS	396				hypothetical protein
OKAGGDNG_03723	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
OKAGGDNG_03724	CDS	576	osmY_1		COG2823	Osmotically-inducible protein Y
OKAGGDNG_03725	CDS	1041				hypothetical protein
OKAGGDNG_03726	CDS	636				hypothetical protein
OKAGGDNG_03727	CDS	519	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
OKAGGDNG_03728	CDS	444				hypothetical protein
OKAGGDNG_03729	CDS	312				hypothetical protein
OKAGGDNG_03730	CDS	504				hypothetical protein
OKAGGDNG_03731	CDS	525	ubiJ_2			Ubiquinone biosynthesis accessory factor UbiJ
OKAGGDNG_03732	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
OKAGGDNG_03733	CDS	879				hypothetical protein
OKAGGDNG_03734	CDS	1008				hypothetical protein
OKAGGDNG_03735	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
OKAGGDNG_03736	CDS	1890	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
OKAGGDNG_03737	CDS	885	nlpI		COG4785	Lipoprotein NlpI
OKAGGDNG_03738	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
OKAGGDNG_03739	CDS	270	rpsO		COG0184	30S ribosomal protein S15
OKAGGDNG_03740	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
OKAGGDNG_03741	CDS	402	rbfA		COG0858	30S ribosome-binding factor
OKAGGDNG_03742	CDS	2673	infB		COG0532	Translation initiation factor IF-2
OKAGGDNG_03743	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
OKAGGDNG_03744	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
OKAGGDNG_03745	tRNA	77				tRNA-Met(cat)
OKAGGDNG_03746	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
OKAGGDNG_03747	CDS	1626	yhbX	2.-.-.-	COG2194	Putative transferase YhbX
OKAGGDNG_03748	tRNA	87				tRNA-Leu(gag)
OKAGGDNG_03749	CDS	333	secG		COG1314	Protein-export membrane protein SecG
OKAGGDNG_03750	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
OKAGGDNG_03751	CDS	849	folP	2.5.1.15	COG0294	Dihydropteroate synthase
OKAGGDNG_03752	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
OKAGGDNG_03753	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
OKAGGDNG_03754	CDS	294	yhbY		COG1534	RNA-binding protein YhbY
OKAGGDNG_03755	CDS	477	greA		COG0782	Transcription elongation factor GreA
OKAGGDNG_03756	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
OKAGGDNG_03757	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
OKAGGDNG_03758	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
OKAGGDNG_03759	CDS	258	rpmA		COG0211	50S ribosomal protein L27
OKAGGDNG_03760	CDS	312	rplU		COG0261	50S ribosomal protein L21
OKAGGDNG_03761	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
OKAGGDNG_03762	CDS	279				hypothetical protein
OKAGGDNG_03763	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
OKAGGDNG_03764	CDS	270	ibaG		COG5007	Acid stress protein IbaG
OKAGGDNG_03765	CDS	294	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
OKAGGDNG_03766	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
OKAGGDNG_03767	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
OKAGGDNG_03768	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
OKAGGDNG_03769	CDS	810	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
OKAGGDNG_03770	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
OKAGGDNG_03771	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
OKAGGDNG_03772	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
OKAGGDNG_03773	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
OKAGGDNG_03774	CDS	558	lptA		COG1934	Lipopolysaccharide export system protein LptA
OKAGGDNG_03775	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
OKAGGDNG_03776	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
OKAGGDNG_03777	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
OKAGGDNG_03778	CDS	492	ptsN		COG1762	Nitrogen regulatory protein
OKAGGDNG_03779	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
OKAGGDNG_03780	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
OKAGGDNG_03781	CDS	633	yrbL			putative protein YrbL
OKAGGDNG_03782	CDS	729	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
OKAGGDNG_03783	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
OKAGGDNG_03784	CDS	2337	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
OKAGGDNG_03785	CDS	930				hypothetical protein
OKAGGDNG_03786	CDS	4554	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
OKAGGDNG_03787	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
OKAGGDNG_03788	CDS	480	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
OKAGGDNG_03789	CDS	306				hypothetical protein
OKAGGDNG_03790	CDS	465	yhcH_2		COG2731	putative protein YhcH
OKAGGDNG_03791	CDS	876	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
OKAGGDNG_03792	CDS	690	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
OKAGGDNG_03793	CDS	1491	nanT			Sialic acid transporter NanT
OKAGGDNG_03794	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
OKAGGDNG_03795	CDS	792	nanR_2		COG2186	HTH-type transcriptional repressor NanR
OKAGGDNG_03796	CDS	1368	dcuD_2		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
OKAGGDNG_03797	CDS	498	sspB		COG2969	Stringent starvation protein B
OKAGGDNG_03798	CDS	639	sspA		COG0625	Stringent starvation protein A
OKAGGDNG_03799	CDS	393	rpsI		COG0103	30S ribosomal protein S9
OKAGGDNG_03800	CDS	429	rplM		COG0102	50S ribosomal protein L13
OKAGGDNG_03801	CDS	1128	zapE		COG1485	Cell division protein ZapE
OKAGGDNG_03802	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
OKAGGDNG_03803	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
OKAGGDNG_03804	CDS	1068	degS	3.4.21.107	COG0265	Serine endoprotease DegS
OKAGGDNG_03805	CDS	939	mdh_2	1.1.1.37	COG0039	Malate dehydrogenase
OKAGGDNG_03806	CDS	471	argR		COG1438	Arginine repressor
OKAGGDNG_03807	CDS	264				hypothetical protein
OKAGGDNG_03808	CDS	273	yhcO		COG2732	putative protein YhcO
OKAGGDNG_03809	CDS	1968	aaeB_2		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
OKAGGDNG_03810	CDS	933	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
OKAGGDNG_03811	CDS	204	aaeX			Protein AaeX
OKAGGDNG_03812	CDS	930	dmlR_5			HTH-type transcriptional regulator DmlR
OKAGGDNG_03813	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
OKAGGDNG_03814	CDS	3801				hypothetical protein
OKAGGDNG_03815	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
OKAGGDNG_03816	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
OKAGGDNG_03817	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
OKAGGDNG_03818	CDS	1104	mreC		COG1792	Cell shape-determining protein MreC
OKAGGDNG_03819	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
OKAGGDNG_03820	CDS	1941	csrD			RNase E specificity factor CsrD
OKAGGDNG_03821	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
OKAGGDNG_03822	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
OKAGGDNG_03823	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
OKAGGDNG_03824	CDS	243	yhdT		COG3924	putative membrane protein YhdT
OKAGGDNG_03825	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
OKAGGDNG_03826	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
OKAGGDNG_03827	CDS	873	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
OKAGGDNG_03828	CDS	297	fis		COG2901	DNA-binding protein Fis
OKAGGDNG_03829	CDS	885	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
OKAGGDNG_03830	CDS	180				hypothetical protein
OKAGGDNG_03831	CDS	663	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
OKAGGDNG_03832	CDS	1158	acrE			Multidrug export protein AcrE
OKAGGDNG_03833	CDS	3105	acrF		COG0841	Multidrug export protein AcrF
OKAGGDNG_03834	CDS	291				hypothetical protein
OKAGGDNG_03835	CDS	222				hypothetical protein
OKAGGDNG_03836	CDS	1026	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
OKAGGDNG_03837	CDS	1182				hypothetical protein
OKAGGDNG_03838	CDS	1104	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
OKAGGDNG_03839	CDS	759	glnQ_3			Glutamine transport ATP-binding protein GlnQ
OKAGGDNG_03840	rRNA	116				5S ribosomal RNA
OKAGGDNG_03841	tRNA	76				tRNA-Thr(ggt)
OKAGGDNG_03842	rRNA	105				5S ribosomal RNA
OKAGGDNG_03843	CDS	471	ompD_2		COG3203	Outer membrane porin protein OmpD
OKAGGDNG_03844	CDS	204				hypothetical protein
OKAGGDNG_03845	CDS	276				hypothetical protein
OKAGGDNG_03846	CDS	579	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
OKAGGDNG_03847	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
OKAGGDNG_03848	CDS	441	ydgK			Inner membrane protein YdgK
OKAGGDNG_03849	CDS	216	cnu			OriC-binding nucleoid-associated protein
OKAGGDNG_03850	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
OKAGGDNG_03851	CDS	1002	add	3.5.4.4	COG1816	Adenosine deaminase
OKAGGDNG_03852	CDS	1173	malY		COG1168	Protein MalY
OKAGGDNG_03853	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
OKAGGDNG_03854	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
OKAGGDNG_03855	CDS	768	hdhA	1.1.1.159		7-alpha-hydroxysteroid dehydrogenase
OKAGGDNG_03856	CDS	579				hypothetical protein
OKAGGDNG_03857	CDS	1812	uidA	3.2.1.31	COG3250	Beta-glucuronidase
OKAGGDNG_03858	CDS	1374	uidB		COG2211	Glucuronide carrier protein
OKAGGDNG_03859	CDS	1266	uidC			Membrane-associated protein UidC
OKAGGDNG_03860	CDS	96				hypothetical protein
OKAGGDNG_03861	CDS	1509	ydgA_2		COG5339	Protein YdgA
OKAGGDNG_03862	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
OKAGGDNG_03863	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
OKAGGDNG_03864	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
OKAGGDNG_03865	CDS	930	tus			DNA replication terminus site-binding protein
OKAGGDNG_03866	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
OKAGGDNG_03867	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
OKAGGDNG_03868	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
OKAGGDNG_03869	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
OKAGGDNG_03870	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
OKAGGDNG_03871	CDS	945	ydgH			Protein YdgH
OKAGGDNG_03872	CDS	1533	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
OKAGGDNG_03873	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
OKAGGDNG_03874	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
OKAGGDNG_03875	CDS	366	mdtJ		COG2076	Spermidine export protein MdtJ
OKAGGDNG_03876	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
OKAGGDNG_03877	CDS	822				hypothetical protein
OKAGGDNG_03878	CDS	309	asr			Acid shock protein
OKAGGDNG_03879	CDS	1254	ynfM			Inner membrane transport protein YnfM
OKAGGDNG_03880	CDS	894	hcaR_2			Hca operon transcriptional activator HcaR
OKAGGDNG_03881	CDS	1221	mlc_2		COG1940	Protein mlc
OKAGGDNG_03882	CDS	696	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
OKAGGDNG_03883	CDS	1257	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
OKAGGDNG_03884	CDS	615	dmsD		COG3381	Tat proofreading chaperone DmsD
OKAGGDNG_03885	CDS	855	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
OKAGGDNG_03886	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
OKAGGDNG_03887	CDS	2397	ynfF	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
OKAGGDNG_03888	CDS	2427	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
OKAGGDNG_03889	CDS	306	ynfD			putative protein YnfD
OKAGGDNG_03890	CDS	747				hypothetical protein
OKAGGDNG_03891	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
OKAGGDNG_03892	CDS	342				hypothetical protein
OKAGGDNG_03893	CDS	327				hypothetical protein
OKAGGDNG_03894	CDS	1215	rspA		COG4948	Starvation-sensing protein RspA
OKAGGDNG_03895	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
OKAGGDNG_03896	CDS	975	intQ_2		COG0582	Putative defective protein IntQ
OKAGGDNG_03897	CDS	237				hypothetical protein
OKAGGDNG_03898	CDS	2472				hypothetical protein
OKAGGDNG_03899	CDS	192				hypothetical protein
OKAGGDNG_03900	CDS	189				hypothetical protein
OKAGGDNG_03901	CDS	201				hypothetical protein
OKAGGDNG_03902	CDS	366				hypothetical protein
OKAGGDNG_03903	CDS	153				hypothetical protein
OKAGGDNG_03904	CDS	216				hypothetical protein
OKAGGDNG_03905	CDS	228				hypothetical protein
OKAGGDNG_03906	CDS	522				hypothetical protein
OKAGGDNG_03907	CDS	966				hypothetical protein
OKAGGDNG_03908	CDS	423				hypothetical protein
OKAGGDNG_03909	CDS	234				hypothetical protein
OKAGGDNG_03910	CDS	666	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
OKAGGDNG_03911	CDS	213				hypothetical protein
OKAGGDNG_03912	CDS	252				hypothetical protein
OKAGGDNG_03913	CDS	651				hypothetical protein
OKAGGDNG_03914	CDS	378				hypothetical protein
OKAGGDNG_03915	CDS	525	blc_2		COG3040	Outer membrane lipoprotein Blc
OKAGGDNG_03916	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
OKAGGDNG_03917	CDS	249				hypothetical protein
OKAGGDNG_03918	CDS	369				hypothetical protein
OKAGGDNG_03919	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
OKAGGDNG_03920	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
OKAGGDNG_03921	CDS	1377	pheP		COG1113	Phenylalanine-specific permease
OKAGGDNG_03922	CDS	3144	cusA		COG3696	Cation efflux system protein CusA
OKAGGDNG_03923	CDS	1224	cusB			Cation efflux system protein CusB
OKAGGDNG_03924	CDS	333	cusF		COG5569	Cation efflux system protein CusF
OKAGGDNG_03925	CDS	1374	cusC_2		COG1538	Cation efflux system protein CusC
OKAGGDNG_03926	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
OKAGGDNG_03927	CDS	1449	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
OKAGGDNG_03928	CDS	735	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
OKAGGDNG_03929	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
OKAGGDNG_03930	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
OKAGGDNG_03931	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
OKAGGDNG_03932	CDS	1272		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
OKAGGDNG_03933	CDS	261	fixX_3		COG2440	Ferredoxin-like protein FixX
OKAGGDNG_03934	CDS	576	ygcP		COG1954	putative protein YgcP
OKAGGDNG_03935	CDS	861	fixB_3			Protein FixB
OKAGGDNG_03936	CDS	780				hypothetical protein
OKAGGDNG_03937	CDS	1410	ygcS_2			Inner membrane metabolite transport protein YgcS
OKAGGDNG_03938	CDS	1455				hypothetical protein
OKAGGDNG_03939	CDS	786	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
OKAGGDNG_03940	CDS	1278	yqcE			Inner membrane protein YqcE
OKAGGDNG_03941	CDS	1479	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
	repeat_region	823				
OKAGGDNG_03942	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
OKAGGDNG_03943	CDS	141	yqcG			putative protein YqcG
OKAGGDNG_03944	CDS	873				hypothetical protein
OKAGGDNG_03945	CDS	1299	eno	4.2.1.11	COG0148	Enolase
OKAGGDNG_03946	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
OKAGGDNG_03947	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
